ref,Teff,logg,micro,source_id_GAIA,[OI/FeI],[O/H],Ostd,[NaI/FeI],[Na/H],Nastd,[MgI/FeI],[Mg/H],Mgstd,[AlI/FeI],[Al/H],Alstd,[SiI/FeI],[Si/H],Sistd,[CaI/FeI],[Ca/H],Castd,target_id,[ScII/FeII],[ScII/H],ScIIstd,[TiI/FeI],[TiI/H],TiIstd,[TiII/FeII],[TiII/H],TiIIstd,[VI/FeI],[V/H],Vstd,[CrI/FeI],[Cr/H],Crstd,[MnI/FeI],[Mn/H],Mnstd,[FeI/H],Festd,[FeII/H],FeIIstd,[CoI/FeI],[Co/H],Costd,[NiI/FeI],[Ni/H],Nistd,[CuI/FeI],[Cu/H],Custd,[ZnI/FeI],[Zn/H],Znstd,[Sr/Fe],[Sr/H],Srstd,[YII/FeII],[YII/H],Ystd,[ZrII/FeII],[ZrII/H],Zrstd,[BaII/FeII],[BaII/H],Bastd,[LaII/FeII],[LaII/H],Lastd,[CeII/FeII],[CeII/H],Cestd,[PrII/FeII],[PrII/H],Prstd,[NdII/FeII],[NdII/H],Ndstd,[SmII/FeII],[SmII/H],Smstd,[EuII/FeII],[EuII/H],Eustd,main_id_2,Strut,Structure,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ruwe,phot_g_mean_mag,phot_g_mean_mag_error
MINCE III,4082,0.92,1.79,5419728418033942528,999.9990234375,999.0070234537125,999.9990234375,-0.22199999999999998,-1.2139999837875366,0.097,0.353,-0.6389999837875366,0.082,-0.020999999999999908,-1.0129999837875365,0.067,0.247,-0.7449999837875366,0.069,0.139,-0.8529999837875366,0.051,CD-39_6037,-0.07699999999999996,-0.8530000228881836,0.154,0.123,-0.8689999837875366,0.07,0.009000000000000008,-0.7670000228881836,0.076,-0.16199999999999992,-1.1539999837875365,0.07,-0.07099999999999995,-1.0629999837875366,0.0,-0.20799999999999996,-1.1999999837875366,0.11,-0.992,0.164,-0.776,0.105,-0.03400000000000003,-1.0259999837875367,0.125,-0.04899999999999993,40.951,0.123,-0.5030000000000001,-1.4949999837875367,0.171,-998.008,-998.9999999837876,-999.0,-998.008,-998.9999999837876,0,-0.28800000000000003,-1.0640000228881836,0.0,-999.0,-999.7760000228882,0.0,0.30500000000000005,-0.47100002288818354,0.0,-0.06799999999999995,-0.8440000228881835,0.0,-0.09199999999999997,-0.8680000228881836,0.0,-0.016000000000000014,-0.7920000228881836,0.0,-998.224,-999.0000000228882,0.0,0.29900000000000004,-0.47700002288818355,0.0,0.401,-0.37500002288818357,0.0,CD-39  6037,G,5,150.10195049216,0.0075,-39.98352154444,0.0093,0.6816,0.0125,54.598,36.412,13.085,0.01,-33.98,0.012,31,,,0.978,9.24671,0.002784
MINCE I\II,4053,0.74,1.9,2742198462284327936,0.6899999976158142,-0.7900000214576721,0.0,-0.31999993324279785,-1.7999999523162842,0.03,0.5800000429153442,-0.8999999761581421,0.0,0.039999961853027344,-1.440000057220459,0.03,0.38999998569488525,-1.090000033378601,0.09,0.20000004768371582,-1.2799999713897705,0.06,BD+04____18,0.24000000953674316,-1.0440000295639038,0.1,0.2200000286102295,-1.2599999904632568,0.1,0.23000001907348633,-1.0540000200271606,0.08,9.6899995803833,8.209999561309814,0.11,-0.1799999475479126,-1.659999966621399,0.0,-0.36000001430511475,-1.840000033378601,0.11,-1.48,0.123,-1.284,0.308,0.039999961853027344,-1.440000057220459,0.13,-0.09000003337860107,40.9099999666214,0.16,-0.44999992847442627,-1.9299999475479126,0.1,-97.5199966430664,-98.99999666213989,0.0,0.2029999941587448,-1.2770000249147415,0,0.15800000727176666,-1.1260000318288803,0.0,0.68,-0.6040000391006469,0.04,0.7099999785423279,-0.5740000605583191,0.0,0.6420000195503235,-0.6420000195503235,0.0,0.31299999356269836,-0.9710000455379486,0.0,0.9200000166893005,-0.36400002241134644,0.0,0.6800000071525574,-0.6040000319480896,0.0,0.8629999756813049,-0.42100006341934204,0.0,1.159999966621399,-0.12400007247924805,0.0,BD+04    18,G,5,3.20806220146,0.0181,5.62756231817,0.0163,0.4697,0.0209,22.4843,30.367,29.324,0.029,-7.89,0.018,31,,,1.103,9.197191,0.002869
MINCE I\II,4316,0.87,1.96,4454379718774068736,0.6000000238418579,-0.8539999723434448,0.019999999552965164,-0.04999995231628418,-1.503999948501587,0.04,0.5200000405311584,-0.9339999556541443,0.0,0.13999998569488525,-1.3140000104904175,0.01,0.3400000333786011,-1.1139999628067017,0.08,0.3700000047683716,-1.0839999914169312,0.05,HD142614,0.3700000047683716,-1.1039999723434448,0.1,0.3500000238418579,-1.1039999723434448,0.07,0.3799999952316284,-1.093999981880188,0.08,9.15999984741211,7.705999851226807,0.07,-0.039999961853027344,-1.49399995803833,0.0,-0.25,-1.7039999961853027,0.1,-1.454,0.107,-1.474,0.175,0.12000000476837158,-1.3339999914169312,0.11,-0.039999961853027344,40.96000003814697,0.13,-0.4099999666213989,-1.8639999628067017,0.11,-0.11000001430511475,-1.5640000104904175,0.03,-0.35600000619888306,-1.8100000023841858,0,-0.012000000104308128,-1.4859999772161245,0.0,0.59,-0.8839999771118164,0.02,0.31700000166893005,-1.1569999754428864,0.0,0.40700000524520874,-1.0669999718666077,0.0,0.13699999451637268,-1.3369999825954437,0.0,0.39399999380111694,-1.0799999833106995,0.0,0.40400001406669617,-1.0699999630451202,0.0,0.6110000014305115,-0.8629999756813049,0.0,0.7839999794960022,-0.6899999976158142,0.0,HD 142614,G,5,238.81394622389,0.0122,8.22440352914,0.0098,0.5737,0.0154,37.2767,33.46,-33.455,0.014,0.563,0.011,31,,,1.055,8.741734,0.002763
MINCE I\II,4129,0.75,1.94,1993508490626586752,0.6899999976158142,-0.9289999604225159,0.029999999329447746,-0.15999996662139893,-1.778999924659729,0.05,0.5399999618530273,-1.0789999961853027,0.0,0.0,-1.61899995803833,0.08,0.4099999666213989,-1.2089999914169312,0.09,0.20000004768371582,-1.4189999103546143,0.08,TYC_4001-1161-1,-0.019999980926513672,-1.3029999732971191,0.14,0.12000000476837158,-1.4989999532699585,0.07,0.1499999761581421,-1.1330000162124634,0.1,10.75,9.13100004196167,0.07,-0.2200000286102295,-1.8389999866485596,0.0,-0.3999999761581421,-2.018999934196472,0.11,-1.619,0.106,-1.283,0.286,-0.009999990463256836,-1.628999948501587,0.11,-0.059999942779541016,40.94000005722046,0.13,-0.5100001096725464,-2.1290000677108765,0.14,0.12999999523162842,-1.4889999628067017,0.1,-0.5410000085830688,-2.159999966621399,0,-0.08500000089406967,-1.3679999932646751,0.0,0.57,-0.7129999923706055,0.06,0.39899998903274536,-0.8840000033378601,0.0,0.289000004529953,-0.9939999878406525,0.0,0.10599999874830246,-1.176999993622303,0.0,0.32199999690055847,-0.960999995470047,0.0,0.3610000014305115,-0.921999990940094,0.0,0.5339999794960022,-0.7490000128746033,0.0,0.8489999771118164,-0.43400001525878906,0.0,TYC 4001-1161-1,G,5,356.87777316791,0.0092,53.78787453108,0.0097,0.39,0.0139,28.1049,12.751,-10.473,0.013,-7.273,0.013,31,,,1.058,10.096018,0.003737
MINCE I\II,4036,0.64,1.95,345884921919346944,0.6000000834465027,-0.9999999403953552,0.03999999910593033,-0.2200000286102295,-1.8200000524520874,0.05,0.5099999904632568,-1.090000033378601,0.0,0.13999998569488525,-1.4600000381469727,0.0,0.3799999952316284,-1.2200000286102295,0.14,0.3200000524520874,-1.2799999713897705,0.08,TYC_2824-1963-1,0.25,-1.1950000524520874,0.12,0.3200000524520874,-1.2799999713897705,0.08,0.24000000953674316,-1.2050000429153442,0.12,10.6899995803833,9.089999556541443,0.1,-0.039999961853027344,-1.6399999856948853,0.0,-0.309999942779541,-1.909999966621399,0.11,-1.6,0.137,-1.445,0.383,0.060000061988830566,-1.5399999618530273,0.13,-0.07999992370605469,40.920000076293945,0.13,-0.4899998903274536,-2.0899999141693115,0.12,-0.06999993324279785,-1.6699999570846558,0.03,-0.5600000023841858,-2.1600000262260437,0,-0.0430000014603138,-1.4880000539124012,0.0,0.52,-0.9250000524520874,0.06,0.3799999952316284,-1.065000057220459,0.0,0.3799999952316284,-1.065000057220459,0.0,0.05299999937415123,-1.3920000530779362,0.0,0.4399999976158142,-1.0050000548362732,0.0,0.4000000059604645,-1.045000046491623,0.0,0.5540000200271606,-0.8910000324249268,0.0,0.8050000071525574,-0.64000004529953,0.0,TYC 2824-1963-1,G,5,29.66228892905,0.0149,41.77505827837,0.0141,0.2866,0.0166,17.2549,16.743,14.248,0.018,-8.793,0.021,31,,,1.241,10.063057,0.002847
MINCE I\II,4234,0.89,1.94,2740533904759400320,0.7799999713897705,-1.055999994277954,0.0,-0.12999999523162842,-1.965999960899353,0.08,0.5300000905990601,-1.3059998750686646,0.0,0.13999998569488525,-1.6959999799728394,0.0,0.38999998569488525,-1.4459999799728394,0.11,0.30000007152557373,-1.5359998941421509,0.06,TYC____4-369-1,0.2999999523162842,-1.3630000352859497,0.14,0.24000000953674316,-1.5959999561309814,0.08,0.309999942779541,-1.3530000448226929,0.11,11.039999961853027,9.203999996185303,0.07,-0.12999999523162842,-1.965999960899353,0.0,-0.2900000810623169,-2.1260000467300415,0.08,-1.836,0.107,-1.663,0.245,0.03000009059906006,-1.8059998750686646,0.11,-0.059999942779541016,40.94000005722046,0.13,-0.5700000524520874,-2.406000018119812,0.04,0.03000009059906006,-1.8059998750686646,0.15,-0.42399999499320984,-2.2599999606609344,0,-0.008999999612569809,-1.6719999872148037,0.0,0.52,-1.1429999876022339,0.05,0.24899999797344208,-1.4139999896287918,0.0,0.35600000619888306,-1.3069999814033508,0.0,0.1889999955892563,-1.4739999920129776,0.0,0.33899998664855957,-1.3240000009536743,0.0,0.38600000739097595,-1.276999980211258,0.0,0.45100000500679016,-1.2119999825954437,0.0,0.5910000205039978,-1.071999967098236,0.0,TYC    4-369-1,G,5,2.15015429357,0.0146,2.96710768609,0.0126,0.2167,0.0164,13.2143,15.708,14.957,0.018,-4.798,0.014,31,,,0.978,10.786457,0.002843
MINCE I\II,4154,0.53,2.02,1599726063352925056,0.7899999618530273,-1.2999999523162842,0.0,-0.1700000762939453,-2.259999990463257,0.02,0.5799999237060547,-1.5099999904632568,0.0,0.1099998950958252,-1.9800000190734863,0.0,0.3399999141693115,-1.75,0.07,0.36999988555908203,-1.7200000286102295,0.05,HD238439,0.25999999046325684,-1.7590000629425049,0.1,0.4099999666213989,-1.6799999475479126,0.08,0.3500000238418579,-1.6690000295639038,0.07,9.8100004196167,7.720000505447388,0.07,-0.06000018119812012,-2.1500000953674316,0.0,-0.3100001811981201,-2.4000000953674316,0.07,-2.09,0.113,-2.019,0.13,0.07999992370605469,-2.009999990463257,0.14,-0.09000015258789062,40.90999984741211,0.14,-0.48000001907348633,-2.569999933242798,0.14,-0.08000016212463379,-2.1700000762939453,0.03,-0.3199999928474426,-2.409999907016754,0,-0.03500000014901161,-2.0540000535547733,0.0,0.51,-1.5090000534057617,0.04,0.11999999731779099,-1.8990000560879707,0.0,0.11800000071525574,-1.901000052690506,0.0,-0.03999999910593033,-2.059000052511692,0.0,0.12999999523162842,-1.8890000581741333,0.0,0.09799999743700027,-1.9210000559687614,0.0,0.18000000715255737,-1.8390000462532043,0.0,0.4699999988079071,-1.5490000545978546,0.0,HD 238439,G,5,229.25220886113,0.0128,54.59407200503,0.0141,0.3353,0.0146,22.9848,24.882,-24.681,0.017,3.151,0.02,95,1.4036,0.0036,1.063,9.269385,0.0029
MINCE I\II,4199,0.78,2.01,4482223506419354624,0.6100000143051147,-1.6190000772476196,0.0,-0.15000009536743164,-2.379000186920166,0.01,0.5700000524520874,-1.659000039100647,0.0,-96.7699966430664,-98.99899673461914,0.0,0.5,-1.7290000915527344,0.15,0.38999998569488525,-1.8390001058578491,0.06,TYC_1008-1200-1,0.25999999046325684,-1.7380000352859497,0.12,0.3400000333786011,-1.8890000581741333,0.08,0.30000007152557373,-1.6979999542236328,0.15,10.739999771118164,8.51099967956543,0.06,-0.07999992370605469,-2.309000015258789,0.0,-0.3399999141693115,-2.569000005722046,0.1,-2.229,0.098,-1.998,0.17,0.059999942779541016,-2.1690001487731934,0.13,-0.04999995231628418,40.950000047683716,0.12,-0.559999942779541,-2.7890000343322754,0.03,0.0,-2.2290000915527344,0.05,-0.23100000619888306,-2.4600000977516174,0,-0.01600000075995922,-2.0140000265091658,0.0,0.46,-1.5380000257492066,0.1,0.24199999868869781,-1.7560000270605087,0.0,0.27900001406669617,-1.7190000116825104,0.0,0.04899999871850014,-1.9490000270307064,0.0,0.3440000116825104,-1.6540000140666962,0.0,0.32199999690055847,-1.676000028848648,0.0,0.4390000104904175,-1.559000015258789,0.0,0.5590000152587891,-1.4390000104904175,0.0,TYC 1008-1200-1,G,5,271.63159580645,0.0143,8.74857256173,0.0146,0.3227,0.0193,16.7197,7.81,-1.336,0.017,7.695,0.018,31,,,1.039,10.189405,0.002822
MINCE I\II,4154,0.57,2.07,4563812393098031104,0.7699999809265137,-1.1820000410079956,0.0,-0.1099998950958252,-2.0619999170303345,0.04,0.5099999904632568,-1.4420000314712524,0.05,0.10000002384185791,-1.8519999980926514,0.0,0.4200000762939453,-1.531999945640564,0.09,0.3799999952316284,-1.5720000267028809,0.05,BD+20_3298,0.2200000286102295,-1.6439999341964722,0.12,0.3500000238418579,-1.6019999980926514,0.08,0.3500000238418579,-1.5139999389648438,0.08,9.25,7.297999978065491,0.07,0.009999990463256836,-1.9420000314712524,0.0,-0.3299999237060547,-2.281999945640564,0.09,-1.952,0.096,-1.864,0.165,0.0700000524520874,-1.8819999694824219,0.09,-0.059999942779541016,40.94000005722046,0.14,-0.49000000953674316,-2.4420000314712524,0.1,-0.04999995231628418,-2.0019999742507935,0.0,-0.28299999237060547,-2.2350000143051147,0,-0.17800000309944153,-2.041999965906143,0.0,0.4,-1.4639999628067017,0.03,0.13199999928474426,-1.7319999635219574,0.0,0.23899999260902405,-1.6249999701976776,0.0,0.008999999612569809,-1.8549999631941319,0.0,0.4819999933242798,-1.3819999694824219,0.0,0.24400000274181366,-1.619999960064888,0.0,0.3490000069141388,-1.5149999558925629,0.0,0.6320000290870667,-1.231999933719635,0.0,BD+20  3298,G,5,249.13796823401,0.0107,20.42953452623,0.0107,0.4628,0.0146,31.6522,33.672,-29.623,0.013,16.009,0.013,31,,,1.034,8.777007,0.002824
MINCE I\II,4295,0.66,2.12,2252491715737828864,0.7800000905990601,-1.4869998693466187,0.0,-0.26999998092651367,-2.5369999408721924,0.11,0.3999999761581421,-1.8669999837875366,0.07,-96.7300033569336,-98.99700331687927,0.0,0.15000009536743164,-2.116999864578247,0.07,0.19000005722045898,-2.0769999027252197,0.06,TYC_4221-640-1,0.10000014305114746,-2.0889997482299805,0.1,0.07999992370605469,-2.187000036239624,0.08,0.10000014305114746,-2.0889997482299805,0.1,11.119999885559082,8.852999925613403,0.11,-0.15000009536743164,-2.4170000553131104,0.0,-0.23000001907348633,-2.496999979019165,0.08,-2.267,0.105,-2.189,0.219,0.1099998950958252,-2.1570000648498535,0.13,-0.019999980926513672,40.980000019073486,0.13,-0.5299999713897705,-2.796999931335449,0.03,0.019999980926513672,-2.246999979019165,0.04,-0.4429999887943268,-2.7099999487400055,0,-0.2639999985694885,-2.4529998898506165,0.0,0.33,-1.8589998912811279,0.05,-0.27799999713897705,-2.466999888420105,0.0,-0.1379999965429306,-2.3269998878240585,0.0,-0.34599998593330383,-2.5349998772144318,0.0,0.007000000216066837,-2.181999891065061,0.0,-0.003000000026077032,-2.191999891307205,0.0,0.23199999332427979,-1.9569998979568481,0.0,0.4970000088214874,-1.6919998824596405,0.0,TYC 4221-640-1,G,5,287.33018068437,0.0115,63.06225078591,0.0103,0.1933,0.0112,17.2387,10.733,-10.111,0.017,-3.601,0.013,31,,,1.13,10.586113,0.002798
MINCE I\II,4909,1.73,1.94,4610514630524769408,-96.54000091552734,-99.12400102615356,0.0,-96.41999816894531,-99.00399827957153,0.0,0.46000003814697266,-2.124000072479248,0.07,-96.41999816894531,-99.00399827957153,0.0,0.4700000286102295,-2.114000082015991,0.04,0.3599998950958252,-2.2240002155303955,0.1,BD+39_3309,0.1400001049041748,-2.31499981880188,0.14,0.4399998188018799,-2.144000291824341,0.09,0.4200000762939453,-2.0349998474121094,0.14,9.829999923706055,7.245999813079834,0.0,-0.13000011444091797,-2.7140002250671387,0.0,-0.20000004768371582,-2.7840001583099365,0.01,-2.584,0.131,-2.455,0.126,0.1699998378753662,-2.4140002727508545,0.05,0.1399998664855957,41.139999866485596,0.08,-96.41999816894531,-99.00399827957153,0.0,0.4399998188018799,-2.144000291824341,0.05,0.27399998903274536,-2.3100001215934753,0,0.007000000216066837,-2.447999923489988,0.0,-9999.0,-10001.454999923706,0.0,-0.4259999990463257,-2.8809999227523804,0.0,9.989999771118164,7.534999847412109,0.0,9.989999771118164,7.534999847412109,0.0,9.989999771118164,7.534999847412109,0.0,9.989999771118164,7.534999847412109,0.0,9.989999771118164,7.534999847412109,0.0,9.989999771118164,7.534999847412109,0.0,BD+39  3309,G,5,270.94723989385,0.0093,39.54211562921,0.011,0.7527,0.0108,70.0049,24.923,-10.448,0.012,22.627,0.014,31,,,1.027,9.608741,0.002765
MINCE IV,4544,1.73,1.73,3013903552332348288,0.4399999976158142,-0.9399999976158142,0.0,-0.07,-1.4499999952316285,0.05,0.41999998688697815,-0.9600000083446503,0.1,0.1899999976158142,-1.1899999976158142,0.02,0.3700000047683716,-1.0099999904632568,0.11,0.4,-0.9799999952316284,0.08,TYC_5333-1917-1,0.27,-1.039999942779541,0.16,0.30000001192092896,-1.0799999833106995,0.12,0.3700000047683716,-0.9399999380111694,0.13,0.05,-1.3299999952316284,0.07,0.02,-1.3599999952316284,0.08,-0.3799999952316284,-1.7599999904632568,0.09,-1.38,0.15,-1.31,0.13,0.04,-1.3399999952316284,0.14,0.02,41.02,0.15,-0.49000000953674316,-1.8700000047683716,0.08,0.019999999552965164,-1.3599999956786633,0.0,-0.07999999821186066,-1.459999993443489,0,0.01,-1.299999942779541,0.11,0.63,-0.679999942779541,0.14,0.47999998927116394,-0.8299999535083771,0.13,0.49000000953674316,-0.8199999332427979,0.08,0.6299999952316284,-0.6799999475479126,0.1,0.46000000834465027,-0.8499999344348907,0.16,0.55,-0.759999942779541,0.18,0.61,-0.699999942779541,0.12,0.76,-0.549999942779541,0.0,TYC 5333-1917-1,G,5,83.07022425224,0.0119,-9.36930255557,0.0108,0.7962,0.0174,45.7954,47.462,25.424,0.016,-40.078,0.013,31,,,1.071,10.095417,0.002765
MINCE IV,4867,2.33,1.45,4446837103365630848,0.6399999856948853,-0.5,0.0,-0.16,-1.2999999856948852,0.03,0.36000001430511475,-0.7799999713897705,0.09,0.10000000149011612,-1.0399999842047691,0.0,0.18000000715255737,-0.9599999785423279,0.07,0.33,-0.8099999856948852,0.08,TYC_965-56-1,0.18,-0.9499999952316285,0.1,0.25999999046325684,-0.8799999952316284,0.08,0.30000001192092896,-0.8299999833106995,0.09,-0.01,-1.1499999856948853,0.05,0.03,-1.1099999856948852,0.06,-0.3499999940395355,-1.4899999797344208,0.05,-1.14,0.1,-1.13,0.08,0.0,-1.1399999856948853,0.11,-0.05,40.95,0.13,-0.5199999809265137,-1.659999966621399,0.1,-0.05999999865889549,-1.1999999843537807,0.01,-0.35600000619888306,-1.4959999918937683,0,-0.2,-1.3299999952316284,0.04,0.15,-0.9799999952316284,0.0,0.07999999821186066,-1.0499999970197678,0.09,0.15000000596046448,-0.9799999892711639,0.08,0.11999999731779099,-1.0099999979138374,0.01,0.10000000149011612,-1.0299999937415123,0.06,0.15,-0.9799999952316284,0.1,0.36,-0.7699999952316284,0.07,0.59,-0.5399999952316284,0.0,TYC  965-56-1,G,5,249.82638209997,0.0103,10.27586018161,0.0072,1.1959,0.0136,88.0228,100.065,-17.909,0.012,-98.45,0.009,31,,,0.979,10.224023,0.002758
MINCE IV,4626,1.57,1.79,791246023761262080,0.6600000262260437,-1.2099999785423279,0.019999999552965164,-0.1,-1.9700000047683717,0.02,0.4000000059604645,-1.469999998807907,0.11,-9.989999771118164,-11.859999775886536,0.0,0.3799999952316284,-1.4900000095367432,0.03,0.4,-1.4700000047683717,0.07,HD233868,0.31,-1.4899999523162841,0.07,0.33000001311302185,-1.5399999916553497,0.06,0.36000001430511475,-1.4399999380111694,0.09,0.04,-1.8300000047683715,0.11,-0.05,-1.9200000047683716,0.06,-0.4300000071525574,-2.300000011920929,0.06,-1.87,0.11,-1.8,0.09,0.2,-1.6700000047683716,0.07,0.04,41.04,0.11,-0.6200000047683716,-2.490000009536743,0.05,-0.0,-1.8700000047683716,0.02,-0.38999998569488525,-2.259999990463257,0,-0.33,-2.1299999523162843,0.04,0.06,-1.7399999523162841,0.09,-0.14000000059604645,-1.9399999529123306,0.06,-0.05000000074505806,-1.8499999530613422,0.08,-0.029999999329447746,-1.829999951645732,0.07,-0.03999999910593033,-1.8399999514222145,0.03,0.08,-1.719999952316284,0.06,0.22,-1.5799999523162842,0.05,0.31,-1.4899999523162841,0.03,HD 233868,G,5,176.79500502293,0.0068,50.78544335989,0.009,0.7626,0.0124,61.663,56.224,-52.891,0.009,-19.07,0.012,31,,,1.061,9.406249,0.00276
MINCE IV,4242,2.27,1.87,642028998650031104,0.5799999833106995,-0.7400000691413879,0.0,-0.01,-1.3300000524520874,0.07,0.550000011920929,-0.7700000405311584,0.06,0.23999999463558197,-1.0800000578165054,0.0,0.3400000035762787,-0.9800000488758087,0.14,0.32,-1.0000000524520873,0.11,TYC_1961-1226-1,0.19,-1.0899999713897706,0.07,0.3199999928474426,-1.0000000596046448,0.12,0.3199999928474426,-0.9599999785423279,0.11,0.09,-1.2300000524520873,0.09,0.02,-1.3000000524520874,0.18,-0.3499999940395355,-1.670000046491623,0.11,-1.32,0.15,-1.28,0.11,0.03,-1.2900000524520874,0.14,-0.05,40.95,0.12,-0.4399999976158142,-1.7600000500679016,0.11,-0.15000000596046448,-1.4700000584125519,0.07,-0.38999998569488525,-1.7100000381469727,0,-0.09,-1.3699999713897706,0.09,-0.03,-1.3099999713897705,0.0,-0.03999999910593033,-1.3199999704957008,0.06,0.20999999344348907,-1.0699999779462814,0.07,0.09000000357627869,-1.1899999678134918,0.11,0.25999999046325684,-1.0199999809265137,0.08,0.27,-1.0099999713897705,0.14,0.36,-0.9199999713897705,0.11,0.75,-0.5299999713897705,0.06,TYC 1961-1226-1,G,5,149.59228616339,0.0144,23.63528748409,0.0133,0.4696,0.0178,26.3133,36.556,19.507,0.018,-30.916,0.016,31,,,1.093,9.525635,0.00278
MINCE IV,4350,1.06,2.22,3154530234830542336,0.6899999976158142,-0.9399999976158142,0.0,-0.03,-1.6599999952316284,0.03,0.44999998807907104,-1.1800000071525574,0.13,0.2199999988079071,-1.4099999964237213,0.01,0.36000001430511475,-1.2699999809265137,0.04,0.38,-1.2499999952316285,0.07,TYC_749-2025-1,0.16,-1.4100000524520875,0.07,0.3499999940395355,-1.280000001192093,0.1,0.3100000023841858,-1.2600000500679016,0.13,0.13,-1.4999999952316285,0.09,0.02,-1.6099999952316284,0.12,-0.36000001430511475,-1.9900000095367432,0.11,-1.63,0.15,-1.57,0.1,0.17,-1.4599999952316285,0.14,0.03,41.03,0.14,-0.41999998688697815,-2.0499999821186066,0.09,-0.09000000357627869,-1.719999998807907,0.0,-0.3199999928474426,-1.949999988079071,0,-0.26,-1.8300000524520874,0.09,-0.2,-1.7700000524520874,0.05,-0.10999999940395355,-1.680000051856041,0.05,0.09000000357627869,-1.4800000488758087,0.07,0.019999999552965164,-1.5500000528991222,0.09,0.18000000715255737,-1.39000004529953,0.06,0.19,-1.3800000524520875,0.12,0.36,-1.2100000524520875,0.07,0.61,-0.9600000524520874,0.0,TYC  749-2025-1,G,5,106.48814385256,0.0186,8.21929863336,0.0174,0.7051,0.0218,32.3771,25.406,19.473,0.022,-16.318,0.022,31,,,1.099,8.852942,0.002835
MINCE IV,4610,1.73,1.63,751283723890407936,0.31299999356269836,-0.3110000193119049,0.025100000202655792,0.4959999918937683,-0.12800002098083496,0.0578,0.41499999165534973,-0.20900002121925354,0.0,0.421999990940094,-0.20200002193450928,0.0,0.2070000022649765,-0.41700001060962677,0.0693,0.2529999911785126,-0.3710000216960907,0.0908,HD91276,0.30000001192092896,-0.4449999928474426,0.1477,0.22499999403953552,-0.39900001883506775,0.104,0.24400000274181366,-0.5010000020265579,0.1386,0.15800000727176666,-0.4660000056028366,0.1036,0.07699999958276749,-0.5470000132918358,0.1366,-0.16099999845027924,-0.7850000113248825,0.087,-0.624,0.1453,-0.745,0.1038,0.14499999582767487,-0.4790000170469284,0.1419,0.0729999989271164,41.072999998927116,0.1301,0.003000000026077032,-0.6210000128485262,0.0,-0.24899999797344208,-0.8730000108480453,0.0,-0.29600000381469727,-0.9200000166893005,0,-0.03799999877810478,-0.7830000035464764,0.093,0.2939999997615814,-0.45100000500679016,0.0446,0.257999986410141,-0.4870000183582306,0.0,0.1979999989271164,-0.5470000058412552,0.0719,0.24899999797344208,-0.4960000067949295,0.0938,0.17499999701976776,-0.5700000077486038,0.0354,0.22100000083446503,-0.5240000039339066,0.1559,0.2680000066757202,-0.47699999809265137,0.0409,0.38600000739097595,-0.35899999737739563,0.0,HD  91276,D,6,158.23897619933,0.0156,35.38242483901,0.0143,1.4101,0.0206,68.47589874267578,15.911,-14.706,0.022,6.072,0.017,31,,,1.113,8.576634,0.002762
MINCE IV,4942,1.68,1.79,4482637648644650368,0.37599998712539673,0.02399998903274536,0.13750000298023224,0.4690000116825104,0.11700001358985901,0.0,0.43700000643730164,0.08500000834465027,0.05,0.4230000078678131,0.07100000977516174,0.0824,0.22699999809265137,-0.125,0.1274,0.2290000021457672,-0.12299999594688416,0.1712,HD165400,0.19900000095367432,-0.39800000190734863,0.1144,0.15700000524520874,-0.19499999284744263,0.2019,0.13600000739097595,-0.460999995470047,0.1765,0.24799999594688416,-0.10400000214576721,0.1376,0.04100000113248825,-0.3109999969601631,0.2082,-0.06300000101327896,-0.41499999910593033,0.1877,-0.352,0.2364,-0.597,0.1703,0.15700000524520874,-0.19499999284744263,0.1263,0.035999998450279236,41.03599999845028,0.1991,-0.16099999845027924,-0.5129999965429306,0.1122,-0.5740000009536743,-0.9259999990463257,0.6088,-0.24799999594688416,-0.5999999940395355,0,0.16300000250339508,-0.43400000035762787,0.1216,0.2840000092983246,-0.31299999356269836,0.0,0.5400000214576721,-0.05699998140335083,0.0,0.33500000834465027,-0.2619999945163727,0.0899,0.1899999976158142,-0.40700000524520874,0.2059,0.2549999952316284,-0.34200000762939453,0.132,0.3370000123977661,-0.25999999046325684,0.136,0.3009999990463257,-0.29600000381469727,0.1261,0.43299999833106995,-0.164000004529953,0.0487,HD 165400,D,6,271.37688314305,0.0259,9.82507427894,0.025,1.3752,0.0305,45.07400131225586,6.87,0.446,0.028,-6.856,0.025,31,,,1.685,8.350513,0.002761
